aX,aY,aZ,gX,gY,gZ
0.414,-1.207,0.787,300.293,-115.662,-227.966
0.488,-1.447,1.028,283.997,-119.812,-239.685
0.568,-1.826,1.274,254.883,-121.338,-246.155
0.717,-2.213,1.502,222.717,-124.207,-241.882
0.850,-2.505,1.832,191.040,-127.563,-223.450
0.990,-2.692,2.129,160.278,-110.229,-191.162
1.177,-2.697,2.255,125.488,-66.040,-148.987
1.319,-2.507,2.138,76.965,-9.949,-97.473
1.437,-2.201,1.888,16.235,35.889,-34.546
1.280,-1.962,1.536,-41.260,48.706,35.034
1.031,-1.681,1.341,-86.060,52.185,89.417
0.857,-1.467,1.145,-108.948,70.618,130.737
0.679,-1.326,0.990,-117.065,88.257,162.354
0.564,-1.195,0.923,-123.291,94.971,175.659
0.507,-1.098,0.912,-129.272,92.590,179.199
0.478,-1.041,0.934,-138.855,84.900,181.274
0.469,-1.006,0.976,-156.372,78.369,180.298
0.468,-0.977,1.017,-179.077,74.341,178.650
0.459,-0.949,1.017,-204.346,75.684,180.786
0.435,-0.919,0.960,-229.980,84.290,187.134
0.402,-0.899,0.823,-254.211,97.961,197.449
0.350,-0.875,0.619,-274.597,111.511,211.182
0.289,-0.823,0.420,-287.964,121.094,227.234
0.229,-0.752,0.242,-293.335,127.930,243.286
0.162,-0.672,0.098,-291.748,134.460,257.019
0.091,-0.586,-0.001,-286.743,140.137,267.761
0.015,-0.505,-0.100,-279.785,146.301,274.597
-0.051,-0.433,-0.228,-274.902,151.428,277.832
-0.088,-0.348,-0.333,-272.888,151.306,277.710
-0.124,-0.302,-0.389,-271.301,144.836,273.499
-0.144,-0.282,-0.445,-270.569,136.658,266.602
-0.174,-0.224,-0.510,-272.888,131.653,259.766
-0.236,-0.129,-0.639,-276.367,130.859,255.188
-0.291,-0.013,-0.827,-277.771,127.808,252.747
-0.354,0.104,-0.963,-274.292,119.263,248.596
-0.435,0.207,-1.038,-263.489,106.995,239.136
-0.517,0.342,-1.125,-249.756,98.938,222.412
-0.540,0.462,-1.231,-239.929,98.206,201.233
-0.522,0.536,-1.380,-230.835,97.229,177.979
-0.515,0.622,-1.506,-222.412,90.942,156.860
-0.494,0.635,-1.549,-212.708,77.209,136.780
-0.411,0.628,-1.544,-203.430,58.655,116.516
-0.347,0.630,-1.510,-196.350,43.335,98.511
-0.281,0.622,-1.465,-188.171,41.626,83.252
-0.210,0.634,-1.519,-175.659,44.800,77.454
-0.194,0.665,-1.541,-164.368,51.331,81.360
-0.187,0.635,-1.582,-153.198,60.547,80.933
-0.161,0.666,-1.632,-143.799,66.467,76.721
-0.172,0.761,-1.723,-141.113,68.481,74.524
-0.184,0.876,-1.896,-142.212,64.087,71.899
-0.167,0.964,-2.011,-139.893,46.448,61.951
-0.149,0.988,-2.046,-126.282,16.846,42.114
-0.073,0.889,-1.885,-102.844,-10.498,18.982
-0.010,0.767,-1.694,-73.547,-22.583,-5.432
0.069,0.646,-1.493,-45.715,-19.836,-20.691
0.153,0.529,-1.332,-25.879,-8.911,-23.010
0.225,0.493,-1.246,-19.043,2.808,-13.306
0.233,0.573,-1.232,-26.184,10.437,4.395
0.189,0.667,-1.305,-38.086,15.442,25.024
0.125,0.738,-1.427,-44.434,17.944,39.185
0.069,0.801,-1.532,-41.565,16.846,42.542
0.042,0.838,-1.542,-29.602,12.024,37.720
0.021,0.845,-1.473,-13.123,2.686,28.076
0.019,0.837,-1.352,0.244,-5.859,14.587
0.037,0.794,-1.215,8.057,-12.512,0.793
0.068,0.737,-1.103,12.451,-15.686,-8.972
0.097,0.690,-1.023,14.832,-13.245,-13.855
0.127,0.653,-0.983,15.564,-7.263,-13.977
0.141,0.643,-0.957,15.869,-1.465,-10.986
0.138,0.637,-0.948,15.869,2.441,-8.179
0.129,0.615,-0.928,15.198,3.052,-8.911
0.132,0.580,-0.881,14.648,-1.099,-13.184
0.144,0.540,-0.804,15.198,-7.080,-18.494
0.162,0.480,-0.715,16.357,-10.132,-23.010
0.188,0.406,-0.630,17.273,-9.705,-25.635
0.223,0.351,-0.574,15.747,-6.592,-24.841
0.248,0.319,-0.557,10.315,-1.831,-20.020
0.261,0.313,-0.565,2.319,2.136,-11.658
-0.059,1.092,-1.818,49.561,-0.854,-9.888
-0.129,1.217,-1.969,63.599,-0.610,-13.245
-0.201,1.346,-2.105,80.261,-1.831,-18.555
-0.266,1.430,-2.181,98.999,-6.592,-28.931
-0.284,1.428,-2.202,118.103,-14.038,-46.265
-0.273,1.370,-2.163,136.353,-24.841,-66.528
-0.279,1.298,-2.095,151.978,-35.034,-83.069
-0.301,1.216,-2.016,166.748,-41.260,-94.238
-0.329,1.130,-1.943,180.908,-44.617,-102.234
-0.379,1.028,-1.862,194.946,-45.898,-108.704
-0.423,0.954,-1.788,208.618,-44.739,-113.586
-0.502,0.899,-1.713,220.337,-41.504,-116.760
-0.608,0.854,-1.652,230.225,-38.635,-119.690
-0.721,0.808,-1.606,238.098,-36.438,-125.183
-0.815,0.755,-1.546,243.103,-37.354,-136.047
-0.876,0.660,-1.454,247.803,-40.894,-153.381
-0.895,0.500,-1.321,252.747,-46.448,-175.598
-0.880,0.279,-1.188,255.310,-54.382,-199.768
-0.838,0.067,-1.070,253.906,-61.218,-219.604
-0.749,-0.117,-0.969,250.854,-63.416,-231.567
-0.683,-0.211,-0.904,247.375,-62.073,-234.619
-0.610,-0.330,-0.798,244.690,-61.707,-232.178
-0.503,-0.467,-0.648,244.934,-63.354,-231.018
-0.355,-0.530,-0.477,244.202,-65.979,-232.605
-0.210,-0.528,-0.360,242.310,-62.561,-232.666
-0.136,-0.569,-0.279,241.699,-51.025,-230.103
-0.015,-0.611,-0.246,240.234,-37.048,-225.830
0.089,-0.641,-0.215,236.084,-29.114,-221.741
0.199,-0.698,-0.202,232.239,-26.917,-219.482
0.306,-0.742,-0.184,227.661,-26.123,-220.215
0.469,-0.807,-0.145,226.990,-26.062,-223.389
0.587,-0.880,-0.067,230.469,-27.893,-229.065
0.696,-1.014,0.059,233.765,-32.837,-233.948
0.845,-1.210,0.226,233.765,-41.443,-238.159
1.000,-1.433,0.410,220.825,-55.969,-243.652
1.140,-1.631,0.642,191.711,-81.360,-249.756
1.251,-1.905,0.903,156.555,-116.760,-253.174
1.318,-2.253,1.249,124.573,-150.513,-250.916
1.464,-2.570,1.693,95.764,-171.265,-237.610
1.667,-2.714,2.129,69.092,-167.236,-208.130
1.862,-2.615,2.344,45.898,-128.967,-159.790
1.864,-2.414,2.257,18.616,-73.853,-92.651
1.736,-2.092,1.938,-19.531,-7.141,-16.907
1.506,-1.727,1.537,-63.171,40.466,56.946
1.269,-1.323,1.218,-96.069,65.491,119.385
0.943,-1.068,0.940,-114.624,69.763,167.297
0.740,-0.796,0.803,-120.483,76.233,186.096
0.703,-0.587,0.686,-119.324,81.604,188.965
0.680,-0.453,0.622,-122.986,75.317,191.223
0.679,-0.359,0.591,-136.902,64.758,185.791
0.652,-0.304,0.542,-157.104,52.063,177.307
0.631,-0.268,0.506,-178.711,41.016,169.434
0.618,-0.253,0.447,-198.242,34.607,164.551
0.589,-0.239,0.375,-212.646,33.081,164.124
0.559,-0.218,0.296,-219.910,38.147,166.565
0.525,-0.187,0.216,-220.215,47.058,169.800
0.490,-0.147,0.134,-216.553,55.786,173.706
0.456,-0.097,0.066,-211.243,62.195,176.697
0.418,-0.050,0.010,-206.177,66.406,178.467
0.369,-0.006,-0.037,-202.209,67.749,178.406
0.312,0.040,-0.090,-199.524,67.444,176.270
0.267,0.064,-0.159,-196.716,67.383,171.448
0.230,0.046,-0.207,-193.115,68.481,164.795
0.212,0.024,-0.269,-188.965,71.716,159.241
0.200,0.038,-0.338,-187.317,77.576,158.569
0.174,0.089,-0.422,-188.416,84.656,163.452
0.140,0.147,-0.512,-188.538,89.722,171.082
0.081,0.210,-0.593,-187.195,92.407,177.246
0.010,0.310,-0.693,-186.462,90.759,182.922
-0.061,0.410,-0.792,-186.340,90.698,186.340
-0.108,0.507,-0.908,-185.730,89.050,183.167
-0.158,0.599,-0.996,-184.387,81.238,174.133
-0.211,0.661,-1.043,-179.260,69.275,161.743
-0.241,0.718,-1.072,-170.898,59.631,145.508
-0.238,0.729,-1.065,-161.499,53.101,124.939
-0.180,0.638,-1.030,-150.757,46.753,101.868
-0.088,0.558,-0.979,-141.663,42.358,80.933
-0.016,0.485,-0.952,-137.634,40.405,70.007
0.016,0.430,-0.935,-138.367,34.363,75.378
0.008,0.429,-1.004,-142.578,39.490,83.069
-0.023,0.499,-1.092,-145.447,47.058,88.867
-0.053,0.570,-1.169,-143.860,48.889,91.309
-0.100,0.637,-1.246,-138.916,41.809,87.830
-0.152,0.708,-1.243,-131.897,30.640,77.332
-0.141,0.696,-1.226,-122.192,15.442,65.247
-0.172,0.659,-1.231,-111.389,10.010,48.218
-0.160,0.646,-1.270,-100.708,8.911,33.447
-0.081,0.662,-1.327,-94.421,17.029,24.902
-0.016,0.701,-1.385,-95.520,22.827,23.437
0.019,0.772,-1.422,-99.426,19.592,28.198
0.017,0.819,-1.461,-100.220,13.062,33.997
0.020,0.840,-1.517,-97.290,7.874,36.011
0.034,0.859,-1.517,-90.332,1.099,31.189
0.053,0.830,-1.458,-76.782,-7.019,20.996
0.074,0.784,-1.367,-57.983,-11.658,10.315
0.071,0.766,-1.285,-38.269,-5.737,5.127
0.086,0.756,-1.243,-23.865,9.216,5.493
0.121,0.760,-1.229,-18.799,19.531,8.301
0.115,0.798,-1.217,-23.560,17.090,10.742
0.116,0.819,-1.206,-32.043,8.301,11.169
0.088,0.803,-1.186,-36.621,-0.061,7.568
0.081,0.774,-1.150,-35.767,-6.653,0.549
0.087,0.718,-1.110,-32.166,-10.376,-7.751
0.118,0.646,-1.056,-26.123,-13.367,-15.991
0.152,0.587,-0.995,-17.273,-14.526,-20.508
0.171,0.538,-0.930,-7.141,-11.597,-20.569
0.204,0.495,-0.879,-0.305,-5.554,-18.005
0.229,0.470,-0.840,-0.061,-2.197,-14.587
0.231,0.469,-0.814,-6.042,-3.052,-9.583
0.217,0.475,-0.813,-13.611,-3.662,-4.456
0.205,0.468,-0.827,-17.822,-1.221,-1.343
0.200,0.464,-0.849,-17.456,2.136,1.221
0.202,0.473,-0.862,-14.648,4.150,2.014
0.195,0.484,-0.878,-10.925,4.150,0.732
0.203,0.471,-0.840,-8.118,2.991,-1.099
0.214,0.460,-0.832,-8.118,2.991,-2.686
0.236,0.432,-0.838,-10.071,3.967,-3.113
0.269,0.399,-0.872,-14.282,4.944,-2.197
0.277,0.409,-0.965,-17.822,5.371,1.831
0.001,1.020,-1.936,64.941,32.349,14.648
-0.170,1.222,-2.186,72.021,38.879,26.611
-0.377,1.435,-2.472,76.904,36.011,29.297
-0.562,1.633,-2.694,80.444,19.409,18.982
-0.738,1.701,-2.794,90.881,-11.841,-8.118
-0.867,1.584,-2.731,113.464,-53.040,-50.171
-0.907,1.340,-2.518,146.118,-90.759,-99.731
-0.879,1.061,-2.218,181.030,-113.403,-146.179
-0.834,0.772,-1.916,211.304,-123.718,-181.885
-0.797,0.490,-1.663,233.459,-125.916,-202.820
-0.739,0.269,-1.476,247.559,-121.155,-211.548
-0.708,0.133,-1.387,250.977,-115.173,-213.440
-0.731,0.063,-1.326,244.629,-118.958,-212.402
-0.784,0.020,-1.249,238.647,-132.874,-210.999
-0.824,-0.054,-1.146,240.173,-147.034,-215.881
-0.810,-0.177,-1.012,247.681,-153.687,-225.281
-0.740,-0.308,-0.894,256.470,-154.602,-235.779
-0.659,-0.397,-0.771,261.780,-154.114,-242.920
-0.587,-0.420,-0.678,263.672,-151.001,-244.934
-0.529,-0.456,-0.607,263.428,-145.691,-243.347
-0.471,-0.485,-0.530,261.719,-142.639,-240.784
-0.433,-0.508,-0.464,259.399,-144.714,-238.525
-0.368,-0.537,-0.390,258.484,-147.461,-236.206
-0.261,-0.546,-0.343,260.559,-145.386,-234.009
-0.133,-0.597,-0.328,263.184,-139.221,-229.736
-0.027,-0.601,-0.323,263.000,-134.277,-223.694
0.031,-0.622,-0.308,264.160,-136.475,-218.262
0.045,-0.678,-0.323,270.569,-138.794,-214.722
0.097,-0.819,-0.232,283.081,-140.686,-215.637
0.148,-1.071,0.011,304.993,-148.010,-221.436
0.209,-1.402,0.318,327.026,-156.555,-230.713
0.258,-1.758,0.735,336.731,-161.133,-241.882
0.301,-2.204,1.107,335.571,-161.926,-258.057
0.239,-2.776,1.611,319.397,-166.077,-283.691
0.472,-3.484,2.349,299.133,-162.354,-306.641
0.923,-3.882,2.903,266.785,-142.883,-314.392
1.575,-3.851,3.109,200.256,-78.796,-288.818
1.947,-3.555,2.580,102.417,-9.583,-218.201
1.931,-2.910,1.901,-7.935,57.495,-111.755
1.652,-2.244,1.194,-92.224,79.224,10.132
1.433,-1.660,0.837,-140.686,65.735,116.699
1.016,-1.192,0.511,-157.654,47.546,180.298
0.749,-0.712,0.376,-150.757,58.228,196.716
0.638,-0.452,0.352,-123.474,76.111,200.134
0.683,-0.345,0.415,-94.788,90.759,194.946
0.703,-0.293,0.445,-83.191,96.741,179.260
0.620,-0.241,0.455,-93.018,87.646,165.222
0.584,-0.223,0.515,-113.281,71.655,153.625
0.568,-0.249,0.587,-130.066,51.147,140.076
0.574,-0.295,0.679,-142.883,34.302,125.732
0.606,-0.366,0.733,-154.419,27.771,115.723
0.664,-0.462,0.756,-167.480,32.471,110.291
0.722,-0.557,0.721,-184.509,42.114,110.352
0.742,-0.590,0.634,-202.698,52.673,116.577
0.717,-0.580,0.524,-218.811,62.500,129.211
0.680,-0.557,0.426,-228.455,71.594,146.912
0.618,-0.530,0.346,-230.469,80.078,164.490
0.556,-0.500,0.255,-228.577,90.393,179.443
0.485,-0.444,0.144,-226.257,100.708,191.833
0.407,-0.371,0.047,-224.121,108.582,201.050
0.334,-0.287,-0.021,-219.299,111.877,207.214
0.256,-0.216,-0.069,-212.830,112.488,209.351
0.206,-0.174,-0.105,-209.106,112.488,206.421
0.189,-0.152,-0.128,-208.862,112.305,198.914
0.199,-0.176,-0.140,-210.937,110.291,190.247
0.207,-0.206,-0.175,-215.088,108.521,185.852
0.181,-0.210,-0.226,-221.619,106.506,188.599
0.124,-0.186,-0.282,-227.783,104.187,196.045
0.033,-0.147,-0.403,-230.103,105.042,203.308
-0.070,-0.036,-0.589,-231.506,107.544,207.275
-0.167,0.092,-0.752,-231.567,102.234,205.627
-0.236,0.210,-0.859,-225.769,86.609,197.083
-0.300,0.336,-0.923,-213.135,73.669,183.289
-0.358,0.430,-0.989,-194.275,74.646,167.603
-0.399,0.454,-1.078,-174.561,89.783,153.748
-0.401,0.519,-1.174,-161.743,110.596,146.606
-0.401,0.654,-1.322,-161.133,127.197,147.217
-0.460,0.862,-1.579,-174.805,130.615,149.414
-0.444,1.039,-1.739,-195.129,114.136,138.916
-0.380,1.062,-1.873,-204.956,69.214,114.685
-0.269,0.944,-1.822,-202.576,17.456,78.674
-0.179,0.799,-1.686,-187.988,-19.104,36.316
-0.081,0.667,-1.486,-158.875,-30.640,3.662
-0.023,0.541,-1.391,-118.835,-12.512,-11.292
0.043,0.516,-1.311,-80.139,28.992,-8.911
0.105,0.589,-1.349,-58.472,65.186,12.268
0.131,0.737,-1.364,-62.378,89.294,35.950
0.116,0.870,-1.475,-84.229,82.703,50.476
0.077,0.913,-1.625,-109.863,58.777,53.101
0.092,0.878,-1.738,-123.047,33.447,43.213
0.147,0.798,-1.763,-119.202,12.695,25.818
0.183,0.733,-1.683,-99.609,-4.395,10.376
0.184,0.686,-1.516,-70.313,-12.329,1.770
0.170,0.650,-1.342,-38.818,-8.972,-0.977
0.178,0.633,-1.219,-13.977,4.883,-0.305
0.207,0.656,-1.148,-2.930,19.226,1.648
0.217,0.695,-1.107,-6.409,22.888,5.127
0.209,0.721,-1.094,-17.395,16.235,9.155
0.186,0.707,-1.113,-27.588,9.399,11.047
0.161,0.662,-1.137,-32.959,5.981,8.545
0.175,0.633,-1.122,-33.264,2.258,2.319
0.189,0.599,-1.060,-29.663,-4.395,-3.906
0.192,0.547,-0.969,-23.437,-9.644,-8.911
0.216,0.486,-0.887,-17.273,-10.132,-13.184
0.249,0.431,-0.823,-12.329,-7.629,-13.977
0.267,0.430,-0.815,-9.705,-2.380,-9.827
0.271,0.432,-0.834,-9.521,4.883,-1.526
0.257,0.465,-0.904,-11.108,14.282,7.385
0.250,0.483,-0.957,-14.465,20.630,13.184
0.221,0.516,-1.020,-17.212,20.752,14.954
0.209,0.533,-1.082,-18.188,15.869,12.695
0.203,0.531,-1.107,-16.174,6.836,8.423
0.207,0.511,-1.057,-9.949,-2.930,2.869
0.223,0.480,-0.989,-3.296,-7.202,-2.197
0.248,0.448,-0.951,1.038,-5.554,-4.456
0.263,0.436,-0.943,2.686,-1.526,-3.662
0.254,0.441,-0.942,1.465,1.282,-0.305
0.234,0.460,-0.964,-1.160,3.052,3.784
0.210,0.479,-0.980,-2.197,3.479,6.531
-0.128,1.120,-1.821,38.330,38.513,35.156
-0.260,1.300,-2.043,45.471,31.860,29.968
-0.386,1.461,-2.278,53.711,20.264,16.785
-0.490,1.582,-2.491,65.002,4.333,-3.357
-0.565,1.611,-2.600,83.557,-13.977,-29.785
-0.586,1.585,-2.631,108.521,-30.334,-57.068
-0.572,1.545,-2.621,135.437,-38.208,-83.252
-0.570,1.414,-2.554,162.659,-42.297,-106.323
-0.584,1.254,-2.434,186.157,-48.462,-125.061
-0.617,1.115,-2.313,200.745,-52.612,-138.245
-0.673,0.963,-2.206,206.909,-56.274,-150.940
-0.756,0.777,-2.132,208.435,-64.514,-164.124
-0.819,0.583,-2.086,208.923,-77.515,-176.758
-0.882,0.432,-2.042,212.097,-92.346,-186.035
-0.965,0.300,-1.956,219.116,-104.614,-194.519
-1.025,0.158,-1.831,229.858,-112.854,-206.543
-1.075,0.009,-1.693,242.615,-117.981,-221.252
-1.084,-0.166,-1.529,254.456,-120.789,-237.122
-1.039,-0.387,-1.345,266.602,-125.916,-255.981
-1.000,-0.600,-1.152,278.809,-136.230,-274.597
-0.937,-0.889,-0.914,287.048,-151.367,-290.466
-0.765,-1.211,-0.650,289.978,-168.823,-300.476
-0.550,-1.413,-0.357,282.043,-187.073,-299.683
-0.359,-1.423,-0.075,266.479,-201.416,-286.072
-0.243,-1.365,0.164,255.249,-203.735,-261.475
-0.178,-1.323,0.319,260.803,-184.692,-232.056
-0.123,-1.251,0.423,281.128,-149.902,-207.458
0.006,-1.247,0.542,305.847,-114.868,-197.815
0.209,-1.353,0.741,320.679,-95.581,-204.773
0.447,-1.473,1.051,312.744,-99.365,-221.313
0.553,-1.630,1.404,278.748,-123.657,-238.281
0.518,-2.016,1.754,230.408,-155.945,-252.075
0.632,-2.570,2.203,178.345,-178.284,-266.663
1.014,-3.006,2.674,128.418,-185.974,-278.503
1.622,-3.122,2.972,77.332,-170.471,-274.536
1.945,-2.998,2.944,26.794,-110.474,-234.009
2.181,-2.847,2.462,-18.494,-6.836,-147.705
2.044,-2.489,1.809,-64.209,74.646,-36.499
1.670,-2.052,1.263,-97.290,114.746,71.594
1.285,-1.622,0.879,-111.267,127.686,152.039
0.954,-1.229,0.646,-115.173,131.165,198.486
0.817,-0.908,0.505,-112.915,132.385,217.346
0.613,-0.686,0.436,-110.229,125.488,218.506
0.631,-0.464,0.436,-111.816,121.338,202.148
0.616,-0.389,0.437,-120.422,106.140,196.594
0.564,-0.332,0.461,-139.282,83.069,189.697
0.531,-0.303,0.470,-161.011,63.904,180.481
0.468,-0.317,0.460,-177.979,55.298,175.842
0.426,-0.318,0.439,-189.331,61.401,171.814
0.377,-0.317,0.385,-196.289,73.425,171.082
0.312,-0.302,0.313,-200.073,84.656,174.683
0.253,-0.277,0.238,-200.623,93.689,180.237
0.175,-0.248,0.187,-199.463,101.013,185.791
0.087,-0.215,0.135,-198.608,106.384,188.782
0.005,-0.181,0.083,-200.073,110.596,188.477
-0.063,-0.152,0.009,-204.773,112.366,185.303
-0.120,-0.144,-0.083,-209.900,110.962,180.237
-0.174,-0.155,-0.180,-214.417,108.948,175.171
-0.233,-0.166,-0.272,-217.468,109.924,171.570
-0.269,-0.161,-0.360,-217.224,117.004,170.776
-0.291,-0.140,-0.455,-213.623,131.348,173.218
-0.300,-0.139,-0.606,-208.069,150.940,181.274
-0.361,-0.028,-0.895,-209.595,172.363,198.059
-0.498,0.194,-1.252,-221.741,185.364,221.619
-0.658,0.469,-1.563,-233.154,177.307,238.098
-0.802,0.726,-1.815,-235.840,150.085,233.582
-0.810,0.978,-1.881,-227.600,119.202,205.811
-0.772,1.046,-1.929,-206.604,83.008,169.189
-0.690,1.017,-1.921,-182.007,66.040,122.009
-0.559,0.954,-1.880,-155.762,62.561,74.036
-0.398,0.811,-1.781,-127.197,64.514,36.377
-0.266,0.733,-1.709,-104.431,69.519,19.836
-0.212,0.786,-1.665,-95.459,81.543,25.024
-0.187,0.901,-1.700,-98.389,97.351,40.771
-0.193,1.005,-1.802,-108.276,106.140,55.603
-0.210,1.104,-1.957,-118.958,101.257,60.120
-0.140,1.126,-2.063,-123.352,81.421,54.199
-0.062,1.072,-2.077,-116.577,55.603,34.058
0.023,0.978,-1.946,-96.985,24.902,7.874
0.087,0.862,-1.700,-68.176,1.404,-13.916
0.123,0.742,-1.436,-38.147,-7.202,-27.771
0.146,0.640,-1.226,-11.780,-4.089,-32.776
0.164,0.566,-1.091,6.714,7.996,-30.457
0.197,0.532,-1.036,13.367,22.583,-23.071
0.201,0.564,-1.034,6.653,30.273,-11.963
0.178,0.603,-1.067,-8.728,28.076,0.061
0.125,0.617,-1.139,-25.208,18.860,9.155
0.086,0.620,-1.214,-35.583,11.230,8.545
0.117,0.618,-1.244,-34.424,6.042,1.953
0.126,0.551,-1.208,-24.048,2.747,-2.686
0.152,0.506,-1.156,-12.085,1.221,-12.085
0.174,0.457,-1.069,-0.549,-0.916,-19.409
0.201,0.416,-0.993,6.531,-0.366,-21.912
0.225,0.381,-0.936,9.705,0.183,-19.714
0.247,0.359,-0.908,7.812,1.709,-15.137
0.258,0.347,-0.923,1.892,3.662,-9.644
0.261,0.355,-0.945,-4.578,3.601,-3.662
0.236,0.386,-0.954,-8.118,1.526,1.404
0.212,0.408,-0.939,-8.484,-0.366,4.272
0.199,0.408,-0.911,-6.714,-0.549,3.906
0.198,0.391,-0.879,-4.883,-0.427,1.526
0.202,0.374,-0.855,-4.089,-1.892,-0.305
0.207,0.356,-0.823,-4.089,-3.296,-0.183
0.202,0.351,-0.790,-4.272,-1.587,0.671
0.211,0.354,-0.767,-4.578,3.174,3.906
0.228,0.336,-0.779,-6.531,9.094,8.606
0.245,0.323,-0.808,-10.803,13.306,14.343
0.242,0.332,-0.855,-14.648,15.930,20.081
0.221,0.369,-0.911,-16.663,17.883,24.231
0.188,0.404,-0.946,-16.479,17.700,25.757
0.169,0.435,-0.951,-14.465,12.878,26.062
0.143,0.468,-0.968,-11.780,10.742,24.658
0.099,0.507,-0.994,-9.094,8.789,20.813
0.068,0.532,-0.992,-5.859,2.380,15.747
0.064,0.528,-0.974,-2.991,-2.380,10.132
0.066,0.506,-0.960,-1.526,-4.700,4.578
0.075,0.492,-0.954,-0.671,-4.456,-0.488
0.097,0.485,-0.949,-0.977,-3.967,-3.357
0.103,0.481,-0.946,-2.197,-4.639,-4.395
-0.210,0.897,-1.876,20.630,45.715,43.030
-0.354,1.038,-2.087,22.461,40.161,41.992
-0.483,1.224,-2.298,24.963,31.311,35.034
-0.589,1.343,-2.440,32.715,14.221,16.968
-0.646,1.353,-2.475,47.607,-11.719,-11.597
-0.670,1.265,-2.427,66.772,-38.818,-44.250
-0.682,1.123,-2.344,88.196,-54.565,-74.341
-0.705,0.990,-2.262,108.154,-54.077,-96.191
-0.724,0.894,-2.186,124.207,-44.678,-109.192
-0.734,0.807,-2.114,135.925,-37.048,-118.530
-0.784,0.675,-2.082,144.836,-38.330,-127.014
-0.817,0.541,-2.072,153.503,-48.645,-131.958
-0.862,0.431,-2.018,166.931,-63.538,-134.277
-0.945,0.338,-1.888,185.059,-77.148,-139.404
-1.024,0.262,-1.808,203.857,-89.417,-151.978
-1.079,0.153,-1.684,218.445,-101.501,-171.021
-1.092,0.030,-1.558,231.384,-117.676,-194.336
-1.084,-0.090,-1.422,243.713,-135.437,-219.299
-1.078,-0.196,-1.267,255.981,-154.785,-244.324
-1.060,-0.371,-1.083,268.372,-176.025,-270.874
-1.011,-0.573,-0.901,281.250,-195.862,-298.401
-0.930,-0.761,-0.693,294.312,-208.984,-321.289
-0.808,-0.937,-0.511,303.467,-215.393,-335.327
-0.698,-1.036,-0.331,304.932,-215.698,-340.393
-0.578,-1.087,-0.184,302.490,-216.064,-338.562
-0.427,-1.100,-0.068,301.147,-215.698,-334.534
-0.279,-1.062,0.025,299.866,-213.196,-330.688
-0.139,-1.036,0.110,298.340,-210.449,-324.646
-0.002,-1.024,0.160,299.133,-208.923,-315.430
0.037,-1.088,0.245,302.979,-208.191,-308.228
0.034,-1.182,0.366,309.143,-207.703,-308.167
0.015,-1.307,0.559,309.265,-206.482,-317.688
-0.064,-1.481,0.766,300.781,-208.252,-334.167
-0.140,-1.742,0.993,283.264,-212.219,-354.126
-0.133,-2.055,1.294,260.071,-216.980,-374.268
-0.059,-2.379,1.662,237.671,-217.346,-385.742
0.326,-2.567,2.045,217.712,-193.115,-381.104
0.697,-2.625,2.203,197.144,-160.706,-352.905
1.014,-2.601,2.258,165.955,-100.037,-305.725
1.310,-2.481,2.166,122.925,-23.010,-246.460
1.545,-2.291,1.959,67.993,35.706,-178.650
1.577,-2.061,1.720,4.395,66.956,-100.769
1.524,-1.880,1.436,-56.885,75.134,-17.456
1.162,-1.713,1.140,-105.652,62.622,57.068
0.979,-1.571,0.922,-136.230,63.354,114.502
0.807,-1.452,0.734,-145.508,75.867,154.480
0.675,-1.351,0.614,-138.306,87.463,182.617
0.570,-1.244,0.584,-127.075,98.572,199.463
0.484,-1.128,0.599,-117.920,107.971,206.177
0.439,-1.023,0.633,-114.807,112.427,209.778
0.411,-0.942,0.681,-120.239,112.366,213.196
0.419,-0.879,0.723,-134.766,111.755,216.858
0.427,-0.834,0.732,-155.823,112.366,221.252
0.428,-0.793,0.708,-180.054,115.112,227.600
0.400,-0.752,0.656,-204.407,121.338,236.206
0.337,-0.710,0.578,-224.976,132.202,245.422
0.266,-0.676,0.459,-241.943,146.362,254.578
0.180,-0.647,0.320,-254.822,159.607,265.137
0.095,-0.611,0.170,-263.550,170.532,275.391
0.019,-0.564,0.041,-267.822,179.016,283.508
-0.056,-0.514,-0.057,-267.029,185.974,289.246
-0.104,-0.471,-0.129,-262.878,193.054,293.152
-0.155,-0.427,-0.181,-258.179,198.181,295.837
-0.197,-0.391,-0.215,-254.700,203.674,297.546
-0.251,-0.357,-0.254,-253.235,209.229,299.683
-0.325,-0.322,-0.321,-254.089,216.125,302.307
-0.410,-0.283,-0.465,-256.653,223.145,306.030
-0.516,-0.201,-0.683,-259.277,227.600,310.486
-0.645,-0.096,-0.881,-259.949,226.990,313.904
-0.783,0.033,-1.050,-255.432,225.281,316.040
-0.901,0.217,-1.243,-251.282,227.173,313.171
-0.985,0.427,-1.524,-250.488,225.464,302.307
-1.031,0.677,-1.761,-251.892,208.191,281.555
-1.008,0.887,-1.906,-243.103,166.809,251.099
-0.956,0.931,-1.918,-223.083,109.619,211.792
-0.951,0.886,-1.855,-198.547,64.026,161.621
-0.944,0.883,-1.777,-172.607,42.419,117.432
-0.887,0.847,-1.731,-146.729,52.063,84.473
-0.766,0.802,-1.748,-126.953,74.341,61.523
-0.616,0.762,-1.839,-118.835,84.900,46.021
-0.455,0.759,-1.963,-123.047,73.914,34.180
