aX,aY,aZ,gX,gY,gZ
0.570,-2.855,2.068,87.463,-47.974,-22.156
0.642,-2.984,2.279,7.019,-50.720,-30.701
0.571,-2.952,2.478,-60.974,-62.012,-29.419
0.406,-2.710,2.556,-96.497,-47.668,-6.653
0.260,-2.380,2.418,-99.121,5.249,37.048
0.194,-2.026,2.071,-83.984,84.229,83.923
0.177,-1.658,1.646,-66.406,157.104,122.009
0.133,-1.249,1.180,-50.842,209.167,150.269
0.127,-0.862,0.689,-42.542,244.507,171.387
0.133,-0.462,0.229,-33.508,273.743,185.791
0.149,0.030,-0.288,-23.010,285.828,195.312
0.241,0.634,-0.956,-13.000,279.846,190.308
0.575,1.360,-1.858,-25.146,239.746,158.386
1.053,2.116,-2.708,-59.875,154.236,90.698
1.383,2.662,-3.156,-103.943,22.644,-2.808
1.448,2.715,-3.115,-140.808,-120.483,-101.990
1.287,2.334,-2.766,-146.973,-238.403,-179.687
0.969,1.735,-2.189,-108.643,-317.627,-226.318
0.704,0.970,-1.572,-23.987,-339.294,-233.337
0.588,0.155,-0.913,91.370,-312.561,-200.134
0.444,-0.563,-0.239,197.144,-253.784,-139.221
0.315,-1.184,0.367,263.733,-184.937,-76.477
0.214,-1.729,0.956,267.883,-124.756,-31.799
0.301,-2.317,1.548,224.792,-79.407,-11.292
0.432,-2.712,1.980,148.865,-57.373,-0.427
0.484,-2.929,2.240,63.293,-53.955,3.357
0.482,-2.964,2.391,-10.437,-56.519,2.808
0.451,-2.879,2.464,-63.782,-41.809,6.226
0.359,-2.653,2.382,-87.708,0.549,34.790
0.273,-2.319,2.113,-86.914,68.359,78.918
0.248,-1.962,1.726,-74.219,139.282,119.690
0.199,-1.551,1.296,-64.148,192.932,149.780
0.150,-1.113,0.853,-62.073,229.736,173.096
0.124,-0.698,0.396,-63.721,257.690,188.782
0.130,-0.207,-0.130,-60.059,276.550,194.458
0.188,0.482,-0.815,-56.091,276.611,187.500
0.436,1.299,-1.777,-68.115,244.812,153.320
1.085,2.030,-2.817,-95.947,163.269,84.778
1.599,2.551,-3.358,-137.817,36.499,-5.371
1.692,2.747,-3.311,-175.842,-112.244,-98.328
1.444,2.495,-2.959,-161.255,-231.873,-166.016
1.045,2.006,-2.338,-104.309,-301.819,-203.125
0.669,1.355,-1.687,-21.179,-324.707,-211.548
0.486,0.576,-1.010,88.623,-306.091,-190.063
0.366,-0.177,-0.364,195.496,-250.549,-144.897
0.295,-0.898,0.218,279.175,-176.453,-97.717
0.174,-1.493,0.771,304.260,-110.657,-64.270
0.204,-2.121,1.251,274.963,-69.519,-46.692
0.349,-2.682,1.752,206.970,-53.650,-27.161
0.438,-3.091,2.163,121.094,-48.950,-3.296
0.505,-3.309,2.441,38.513,-46.570,19.165
0.535,-3.325,2.547,-30.334,-35.950,37.842
0.514,-3.105,2.477,-79.651,-10.620,52.185
0.445,-2.744,2.206,-101.624,39.856,79.529
0.382,-2.344,1.854,-95.764,115.906,120.789
0.331,-1.915,1.432,-76.416,188.782,160.217
0.261,-1.453,0.948,-61.035,239.807,191.345
0.216,-0.997,0.394,-54.321,267.639,212.463
0.219,-0.465,-0.188,-50.537,280.701,222.961
0.238,0.237,-0.849,-43.274,275.208,218.750
0.346,1.129,-1.645,-44.067,242.187,192.688
0.612,2.143,-2.483,-65.674,170.898,136.353
0.964,2.962,-3.089,-114.746,53.833,50.964
1.104,3.240,-3.137,-168.823,-88.501,-53.162
1.006,2.959,-2.794,-183.594,-212.402,-148.499
0.773,2.449,-2.220,-155.701,-291.077,-214.539
0.547,1.697,-1.622,-86.609,-317.566,-239.990
0.532,0.810,-1.035,29.175,-296.631,-214.478
0.487,0.009,-0.494,155.090,-236.816,-149.902
0.408,-0.726,0.004,255.737,-161.499,-88.623
0.333,-1.358,0.542,288.574,-97.961,-53.650
0.244,-1.939,1.117,248.657,-72.571,-49.622
0.381,-2.522,1.682,164.734,-74.280,-48.462
0.545,-2.995,2.152,74.036,-75.745,-32.715
0.671,-3.280,2.568,-70.129,-66.650,-16.113
0.621,-3.133,2.610,-107.849,-44.373,13.000
0.542,-2.799,2.406,-109.863,13.733,59.631
0.408,-2.327,1.981,-91.675,94.177,106.934
0.362,-1.842,1.500,-66.345,166.931,144.592
0.279,-1.362,1.015,-45.715,214.783,178.345
0.219,-0.904,0.504,-36.011,241.333,202.209
0.238,-0.387,-0.081,-29.968,260.498,212.524
0.299,0.325,-0.821,-26.428,263.000,209.595
0.473,1.266,-1.633,-37.415,232.544,188.232
0.735,2.273,-2.454,-70.740,161.743,130.981
1.025,3.026,-3.029,-114.014,50.720,39.551
1.189,3.166,-3.108,-145.569,-81.482,-65.552
1.124,2.785,-2.757,-144.897,-197.815,-152.527
0.886,2.230,-2.213,-104.248,-265.198,-203.491
0.624,1.579,-1.630,-28.564,-285.583,-217.407
0.531,0.793,-1.103,77.332,-266.846,-191.101
0.504,0.042,-0.615,184.204,-215.210,-138.367
0.399,-0.645,-0.131,267.456,-151.489,-90.393
0.338,-1.317,0.380,297.363,-95.032,-64.575
0.203,-1.839,0.985,256.226,-70.251,-62.256
0.290,-2.510,1.659,175.354,-68.298,-69.519
0.470,-3.010,2.137,69.946,-73.486,-68.420
0.628,-3.300,2.422,-26.184,-88.867,-68.848
0.668,-3.355,2.595,-89.722,-93.384,-58.655
0.608,-3.198,2.648,-114.014,-64.880,-19.226
0.476,-2.839,2.482,-106.323,-4.456,36.072
0.302,-2.357,2.133,-84.290,74.280,90.576
0.198,-1.879,1.699,-59.082,145.630,128.906
0.164,-1.429,1.213,-44.373,193.298,159.668
0.155,-1.038,0.738,-45.166,222.412,180.115
0.171,-0.692,0.277,-51.086,240.173,191.406
0.179,-0.292,-0.226,-52.612,254.456,197.510
0.258,0.256,-0.843,-49.622,263.184,196.594
0.402,0.944,-1.519,-56.213,245.117,180.359
0.642,1.707,-2.131,-92.407,186.951,136.230
0.934,2.348,-2.627,-142.334,94.849,61.707
1.129,2.687,-2.835,-188.599,-23.560,-32.776
1.170,2.572,-2.639,-207.947,-139.587,-122.559
1.026,2.207,-2.188,-176.453,-219.543,-183.350
0.819,1.699,-1.716,-93.933,-248.596,-205.444
0.698,1.086,-1.243,8.972,-239.380,-193.970
0.615,0.470,-0.807,112.976,-210.388,-166.321
0.522,-0.167,-0.414,199.097,-173.340,-135.742
0.449,-0.788,-0.003,249.023,-138.123,-112.366
0.373,-1.464,0.515,251.648,-112.976,-93.994
0.361,-2.062,1.209,202.026,-95.642,-81.665
0.453,-2.406,1.734,116.516,-85.754,-76.782
0.521,-2.467,1.945,30.334,-88.135,-78.003
0.603,-2.392,1.906,-42.358,-98.145,-86.365
0.687,-2.290,1.855,-92.896,-107.300,-88.013
0.693,-2.166,1.831,-109.009,-97.961,-65.857
0.617,-1.993,1.786,-90.027,-56.458,-23.743
0.501,-1.762,1.687,-52.673,9.644,18.005
0.426,-1.517,1.498,-17.944,72.266,56.824
0.377,-1.268,1.244,1.892,116.394,88.745
0.384,-1.015,0.904,9.277,146.851,107.300
0.452,-0.746,0.525,9.827,169.556,118.408
0.529,-0.465,0.137,7.568,178.894,123.047
0.657,-0.181,-0.225,4.028,172.485,122.192
0.699,0.118,-0.503,-2.075,160.034,117.615
0.734,0.428,-0.718,-18.860,134.094,104.431
0.793,0.627,-0.883,-40.100,90.332,80.811
0.897,0.735,-0.973,-56.946,45.715,47.180
0.916,0.775,-0.986,-63.354,6.775,16.479
0.938,0.742,-0.910,-54.749,-19.714,-7.141
0.939,0.636,-0.801,-27.161,-37.476,-28.137
0.914,0.507,-0.685,7.141,-48.889,-41.809
0.919,0.283,-0.552,39.490,-53.345,-44.434
0.940,-0.010,-0.372,65.857,-56.458,-44.678
0.921,-0.274,-0.171,79.163,-59.875,-43.396
0.890,-0.472,0.013,76.965,-62.195,-41.504
0.880,-0.645,0.177,64.819,-64.880,-42.786
0.883,-0.828,0.340,45.776,-67.505,-47.424
0.896,-1.051,0.492,24.414,-69.519,-53.223
0.943,-1.321,0.674,1.282,-69.824,-54.688
0.944,-1.529,0.905,-24.963,-68.542,-48.584
0.898,-1.614,1.092,-50.537,-63.904,-36.621
0.819,-1.561,1.212,-69.519,-53.284,-20.508
0.741,-1.413,1.235,-78.186,-33.386,-2.075
0.664,-1.226,1.189,-74.097,-4.883,18.494
0.598,-1.045,1.119,-60.059,27.832,40.344
0.490,-0.856,1.014,-44.861,60.791,60.974
0.522,-0.704,0.866,-32.654,89.722,80.139
0.523,-0.523,0.670,-18.066,113.403,95.398
0.521,-0.331,0.460,-5.737,128.662,106.323
0.557,-0.157,0.247,0.671,135.071,110.229
0.627,0.003,0.008,6.409,132.996,107.605
0.705,0.191,-0.253,11.414,122.559,99.243
0.759,0.448,-0.482,8.728,100.891,86.060
0.812,0.696,-0.676,6.042,78.125,61.890
0.852,0.882,-0.890,16.113,56.824,30.640
0.915,0.920,-1.010,19.836,25.635,-5.554
0.935,0.806,-0.962,15.381,-9.766,-43.945
0.936,0.585,-0.820,16.968,-43.884,-76.416
0.928,0.347,-0.666,28.076,-69.519,-96.680
0.922,0.125,-0.518,41.016,-83.069,-108.276
0.928,-0.057,-0.394,53.711,-89.905,-113.953
0.949,-0.223,-0.303,66.040,-94.482,-116.028
0.964,-0.402,-0.213,76.599,-98.755,-114.075
0.968,-0.614,-0.076,84.167,-102.966,-108.826
0.960,-0.891,0.126,85.632,-105.530,-101.257
0.934,-1.183,0.397,75.806,-106.384,-91.919
0.894,-1.428,0.675,53.894,-105.591,-80.933
0.842,-1.578,0.915,23.865,-103.577,-70.740
0.790,-1.654,1.082,-8.118,-99.426,-59.937
0.760,-1.672,1.171,-34.180,-89.478,-45.776
0.736,-1.636,1.199,-47.852,-69.031,-25.452
0.678,-1.539,1.200,-48.401,-39.246,1.221
0.590,-1.389,1.199,-37.659,-5.676,29.907
0.499,-1.234,1.154,-23.682,26.917,59.448
0.440,-1.094,1.098,-14.893,56.885,82.214
0.408,-0.961,0.998,-8.240,83.374,100.098
0.397,-0.813,0.858,-3.052,107.361,113.403
0.405,-0.663,0.670,-0.549,127.563,122.375
0.443,-0.517,0.449,0.549,143.555,126.892
0.498,-0.368,0.234,1.892,151.306,128.601
0.565,-0.229,0.043,2.930,153.748,128.357
0.615,-0.057,-0.159,10.010,153.992,126.282
0.895,0.839,-0.911,-34.607,-9.521,-31.128
0.920,0.692,-0.821,-34.424,-40.588,-71.045
0.944,0.474,-0.705,-23.376,-62.195,-98.999
0.972,0.253,-0.571,-7.141,-75.317,-113.892
0.978,0.060,-0.432,12.512,-82.581,-119.324
0.965,-0.106,-0.300,32.532,-86.182,-119.812
0.955,-0.248,-0.176,50.476,-86.731,-117.920
0.948,-0.403,-0.095,65.552,-84.900,-115.356
0.949,-0.575,0.005,72.510,-87.646,-112.244
0.943,-0.787,0.151,69.580,-94.421,-108.582
0.917,-1.028,0.342,57.800,-101.624,-102.966
0.885,-1.243,0.568,39.978,-104.492,-93.506
0.848,-1.401,0.780,21.362,-99.121,-79.956
0.812,-1.486,0.909,5.249,-85.754,-63.904
0.802,-1.503,0.960,-8.057,-66.650,-46.875
0.793,-1.462,0.948,-15.869,-46.692,-27.344
0.749,-1.356,0.907,-18.982,-26.184,-5.615
0.684,-1.239,0.856,-15.442,-3.235,14.954
0.641,-1.143,0.821,-9.399,18.005,35.645
0.613,-1.045,0.763,-6.592,37.476,52.368
0.587,-0.948,0.697,-7.141,53.406,62.805
0.565,-0.835,0.626,-9.033,66.528,70.313
0.562,-0.720,0.526,-10.010,79.407,77.209
0.578,-0.617,0.407,-10.559,90.515,82.153
0.595,-0.508,0.281,-10.925,98.572,84.106
0.621,-0.412,0.157,-10.803,103.027,83.740
0.644,-0.324,0.053,-10.376,103.943,81.360
0.687,-0.255,-0.046,-7.935,101.868,78.186
0.726,-0.172,-0.122,-6.775,96.497,73.547
0.751,-0.082,-0.189,-7.202,87.402,67.078
0.761,-0.002,-0.230,-7.935,75.073,58.228
0.781,0.055,-0.243,-9.949,63.538,44.861
0.802,0.083,-0.244,-9.094,54.260,28.748
0.828,0.070,-0.243,-7.507,43.762,13.611
0.865,-0.006,-0.253,-6.958,32.654,0.732
0.925,-0.124,-0.239,-6.714,23.987,-10.437
0.982,-0.228,-0.207,-7.080,18.982,-18.616
1.008,-0.301,-0.175,-8.179,14.832,-22.278
1.028,-0.353,-0.136,-8.850,10.742,-23.254
1.028,-0.386,-0.106,-7.568,7.263,-23.132
1.022,-0.404,-0.074,-6.714,4.944,-23.071
1.024,-0.411,-0.048,-6.714,3.967,-23.499
1.016,-0.409,-0.027,-6.775,1.770,-24.963
1.000,-0.410,0.006,-7.812,-2.502,-26.917
0.978,-0.433,0.055,-9.155,-5.798,-29.297
0.956,-0.473,0.100,-9.766,-7.324,-30.701
0.932,-0.501,0.140,-9.827,-7.385,-31.189
0.897,-0.523,0.181,-9.949,-5.920,-31.311
0.870,-0.548,0.218,-11.108,-2.747,-30.701
0.857,-0.552,0.234,-12.085,1.343,-29.785
0.840,-0.557,0.233,-12.268,5.676,-29.297
0.826,-0.566,0.226,-11.719,8.972,-28.992
0.823,-0.593,0.218,-10.498,13.916,-27.405
0.826,-0.604,0.198,-8.240,20.203,-23.132
0.820,-0.602,0.175,-5.859,25.879,-17.090
0.824,-0.605,0.150,-5.127,29.724,-10.193
0.821,-0.600,0.115,-5.859,32.715,-5.066
0.826,-0.592,0.072,-7.385,34.180,-2.930
0.833,-0.576,0.047,-10.925,33.875,-1.099
0.908,-0.463,0.096,-21.667,34.546,-0.244
0.813,-0.584,0.079,-65.186,45.898,-1.038
0.825,-0.561,0.009,-64.880,48.157,1.221
0.810,-0.580,-0.012,-58.838,45.776,0.122
0.795,-0.573,0.001,-53.589,42.236,-0.549
0.817,-0.558,-0.016,-44.067,38.574,0.793
0.836,-0.537,-0.022,-34.668,36.560,2.686
0.839,-0.507,-0.029,-27.954,35.217,5.676
0.848,-0.475,-0.048,-24.109,36.438,9.094
0.861,-0.458,-0.067,-20.996,38.757,11.841
0.883,-0.443,-0.083,-19.531,40.283,13.855
0.891,-0.434,-0.087,-18.250,39.124,14.038
0.904,-0.428,-0.087,-17.029,36.987,12.573
0.908,-0.422,-0.089,-17.090,32.654,10.437
0.896,-0.428,-0.098,-19.226,27.832,7.935
0.908,-0.414,-0.104,-24.414,24.841,6.958
0.917,-0.414,-0.100,-30.151,21.790,6.348
0.915,-0.430,-0.082,-30.029,17.883,3.967
0.927,-0.456,-0.073,-28.625,15.930,3.784
0.933,-0.458,-0.070,-26.428,16.174,4.944
0.939,-0.445,-0.076,-24.170,16.235,5.737
0.937,-0.432,-0.072,-22.278,15.015,5.127
0.929,-0.432,-0.067,-21.118,13.184,2.991
0.921,-0.431,-0.075,-19.226,11.169,0.732
0.911,-0.426,-0.073,-19.226,7.629,-1.221
0.903,-0.418,-0.066,-21.118,4.211,-3.235
0.895,-0.407,-0.058,-21.667,2.441,-5.127
0.896,-0.416,-0.064,-19.836,1.831,-7.446
0.910,-0.441,-0.063,-18.555,1.099,-9.827
0.914,-0.467,-0.052,-19.348,-0.122,-11.169
0.914,-0.480,-0.045,-20.691,-1.465,-11.292
0.918,-0.484,-0.043,-20.264,-1.587,-10.559
0.916,-0.493,-0.040,-19.714,-0.854,-10.437
0.900,-0.492,-0.030,-21.973,-1.160,-10.498
0.880,-0.475,-0.019,-26.550,-1.892,-11.169
0.849,-0.464,-0.008,-32.043,-3.601,-12.756
0.830,-0.448,-0.003,-37.964,-5.493,-15.320
0.814,-0.430,0.002,-44.128,-7.629,-19.226
0.801,-0.418,0.010,-50.476,-9.216,-23.621
0.794,-0.408,0.017,-57.556,-10.376,-28.503
0.792,-0.421,0.026,-64.331,-11.963,-33.997
0.793,-0.456,0.044,-71.472,-13.489,-38.940
0.797,-0.498,0.077,-77.393,-12.939,-42.542
0.823,-0.525,0.091,-78.796,-10.437,-44.006
0.827,-0.538,0.095,-76.843,-8.179,-44.678
0.820,-0.553,0.101,-73.669,-5.981,-44.617
0.826,-0.549,0.075,-71.472,-2.869,-44.434
0.817,-0.549,0.073,-69.641,-2.930,-44.922
0.803,-0.538,0.082,-66.345,-5.737,-46.082
0.803,-0.530,0.074,-65.125,-7.019,-47.791
0.809,-0.544,0.057,-67.200,-6.897,-49.316
0.838,-0.566,-0.039,-76.233,-8.423,-49.255
0.842,-0.468,0.041,-98.816,-14.160,-47.852
0.770,-0.577,0.228,-84.045,-27.405,-56.091
