aX,aY,aZ,gX,gY,gZ
-1.841,2.038,1.753,36.804,0.916,90.210
-1.748,2.081,1.653,15.503,8.667,50.293
-1.582,2.026,1.511,4.028,15.076,9.155
-1.380,1.817,1.354,1.282,16.785,-27.161
-1.120,1.506,1.212,1.953,14.404,-65.430
-0.786,1.054,1.051,-4.211,3.845,-105.652
-0.353,0.438,0.907,-24.597,-17.273,-140.808
0.106,-0.193,0.838,-49.683,-46.021,-159.546
0.521,-0.708,0.875,-62.439,-70.007,-154.602
0.811,-1.109,0.943,-53.711,-72.754,-133.484
0.980,-1.337,0.959,-28.625,-53.528,-107.971
1.040,-1.412,0.935,-0.793,-29.846,-83.252
1.023,-1.396,0.900,17.944,-12.573,-58.960
0.912,-1.266,0.865,26.367,-3.906,-32.471
0.735,-1.014,0.879,28.931,-2.930,-6.042
0.501,-0.714,0.918,29.968,-3.723,18.494
0.263,-0.465,0.936,28.931,-0.671,37.964
0.053,-0.273,0.963,25.269,0.732,49.744
-0.107,-0.126,1.022,19.714,-1.282,54.626
-0.253,-0.033,1.073,15.320,-1.221,54.443
-0.371,0.035,1.088,13.184,1.648,50.842
-0.432,0.057,1.084,11.902,3.723,42.419
-0.436,0.045,1.088,8.118,3.113,31.311
-0.411,0.014,1.089,0.671,-0.610,19.836
-0.358,-0.057,1.085,-8.057,-4.333,9.888
-0.282,-0.181,1.084,-14.526,-5.737,3.357
-0.193,-0.268,1.081,-15.137,-4.517,0.183
-0.113,-0.330,1.079,-11.414,0.061,-0.732
-0.042,-0.371,1.032,-7.629,7.812,-1.343
0.007,-0.362,0.977,-6.836,12.390,-0.244
0.004,-0.353,0.910,-10.864,12.207,3.296
0.002,-0.347,0.844,-14.954,9.583,5.066
0.008,-0.327,0.822,-14.832,4.517,4.944
0.000,-0.325,0.838,-10.498,0.427,6.287
0.002,-0.314,0.861,-4.456,-0.671,7.324
-0.001,-0.297,0.886,0.366,-1.587,7.874
-0.002,-0.296,0.905,3.967,-1.343,8.789
-0.010,-0.299,0.927,5.066,-1.770,9.766
-0.031,-0.291,0.974,5.310,-2.625,11.902
-0.067,-0.260,1.016,6.042,-0.610,14.771
-0.115,-0.227,1.026,6.042,3.662,16.174
-0.142,-0.204,1.015,2.380,6.165,13.855
-0.161,-0.206,0.974,-3.479,5.249,9.399
-0.161,-0.204,0.934,-8.728,1.709,4.517
-0.139,-0.220,0.919,-10.010,-2.686,-0.366
-0.116,-0.244,0.936,-7.690,-5.981,-4.272
-0.082,-0.284,0.950,-4.333,-6.531,-7.263
-0.037,-0.355,0.959,-3.235,-6.165,-9.399
0.024,-0.392,0.980,-5.554,-7.080,-9.583
0.055,-0.406,0.977,-7.507,-5.798,-6.958
0.065,-0.398,0.937,-8.911,-1.038,-2.930
0.052,-0.364,0.910,-10.986,2.075,1.038
0.025,-0.327,0.890,-11.780,3.662,4.211
-0.010,-0.299,0.868,-11.047,5.676,6.470
-0.047,-0.268,0.828,-7.141,7.202,7.202
-0.071,-0.238,0.807,-1.221,6.409,6.226
-0.078,-0.235,0.808,4.333,3.113,3.784
-0.085,-0.238,0.833,8.057,-1.587,0.549
-0.075,-0.252,0.878,11.719,-6.042,-2.014
-0.067,-0.276,0.945,13.062,-8.911,-3.174
-0.063,-0.299,1.000,10.132,-10.437,-2.075
-0.077,-0.288,1.053,5.127,-11.353,0.122
-0.101,-0.263,1.084,-0.061,-9.399,2.930
-0.133,-0.233,1.078,-5.188,-4.944,4.822
-0.163,-0.201,1.045,-9.033,0.366,5.249
-0.182,-0.170,0.991,-10.437,3.845,4.456
-0.198,-0.125,0.935,-9.888,4.761,1.343
-0.206,-0.109,0.872,-8.240,3.418,-3.540
-0.187,-0.168,0.835,-7.629,-0.977,-8.728
-0.123,-0.256,0.859,-8.057,-10.071,-15.625
-0.047,-0.346,0.925,-6.897,-19.226,-21.851
0.031,-0.449,0.984,-3.967,-21.973,-24.414
0.100,-0.526,1.016,-1.221,-19.226,-23.804
0.146,-0.575,1.027,0.183,-13.794,-19.226
0.145,-0.578,1.018,0.305,-8.301,-11.230
0.119,-0.547,1.001,0.427,-3.235,-2.197
0.080,-0.509,0.982,0.427,0.916,5.432
0.038,-0.463,0.968,0.916,3.723,10.925
-0.009,-0.408,0.953,2.930,5.798,14.404
-0.046,-0.371,0.952,5.615,6.714,15.991
-0.068,-0.349,0.962,6.531,5.249,15.503
-0.071,-0.328,0.971,5.005,1.587,13.428
-0.064,-0.324,0.986,1.953,-2.197,12.146
-0.063,-0.324,0.993,-1.160,-4.333,12.207
-1.292,0.928,1.635,10.681,149.414,252.930
-1.674,1.212,1.807,29.419,179.016,247.131
-2.101,1.510,1.917,31.982,195.679,230.591
-2.476,1.780,1.958,-14.465,170.471,203.430
-2.859,1.946,1.876,-112.183,114.502,157.837
-3.065,2.016,1.784,-232.788,51.697,96.924
-3.213,1.871,1.509,-341.736,-0.183,21.179
-3.125,1.690,0.964,-389.526,-27.039,-65.125
-2.963,1.870,0.369,-381.104,-54.138,-171.692
-2.794,1.533,-0.009,-305.603,-82.703,-303.467
-2.554,0.268,-0.178,-182.739,-124.573,-440.735
-1.765,-1.332,-0.393,-72.815,-179.016,-546.814
-0.870,-2.918,-0.406,6.287,-242.371,-596.375
0.801,-4.000,-0.151,82.458,-315.918,-583.618
3.117,-4.000,0.151,187.805,-389.038,-480.103
4.000,-4.000,1.332,195.251,-481.934,-311.584
4.000,-4.000,2.931,125.549,-543.884,-186.707
4.000,-4.000,3.979,109.741,-465.576,-138.550
4.000,-4.000,3.793,115.051,-213.318,-82.825
3.969,-4.000,2.814,91.797,67.139,68.115
2.002,-3.958,1.528,61.218,287.170,248.718
0.680,-2.663,0.074,71.899,437.134,333.252
0.147,-1.834,-0.885,95.825,429.138,316.467
-0.168,-1.447,-1.054,80.933,241.760,263.550
-0.324,-1.365,-0.646,44.922,-0.366,226.501
-0.449,-1.273,0.050,14.893,-173.157,214.111
-0.703,-1.026,0.824,1.404,-236.755,212.524
-1.079,-0.668,1.245,22.095,-203.918,221.375
-1.559,-0.198,1.453,57.983,-115.662,232.666
-2.057,0.370,1.510,85.083,-29.053,235.535
-2.440,0.864,1.609,107.605,25.208,223.145
-2.589,1.140,1.712,120.361,37.903,186.340
-2.630,1.357,1.879,105.835,14.771,132.812
-2.548,1.490,2.036,72.571,-22.095,82.642
-2.325,1.336,2.125,37.842,-40.100,27.710
-1.979,1.083,2.091,12.512,-36.926,-29.053
-1.570,0.796,1.968,0.549,-23.376,-70.618
-1.137,0.632,1.821,-8.301,-10.193,-88.074
-0.829,0.584,1.631,-21.667,-1.038,-85.571
-0.601,0.510,1.365,-41.138,7.629,-80.444
-0.391,0.333,1.061,-62.256,12.756,-87.463
-0.170,0.130,0.796,-75.745,5.737,-101.990
0.085,-0.105,0.620,-76.355,-10.437,-113.708
0.317,-0.295,0.569,-64.636,-28.687,-114.990
0.495,-0.498,0.595,-45.410,-41.809,-110.840
0.691,-0.708,0.627,-25.696,-39.429,-99.731
0.751,-0.815,0.690,-10.498,-32.593,-77.271
0.702,-0.817,0.781,-1.038,-27.283,-48.401
0.587,-0.734,0.864,4.578,-18.677,-22.156
0.434,-0.623,0.934,5.371,-8.789,-0.488
0.269,-0.507,0.932,3.540,1.221,14.160
0.097,-0.420,0.903,4.028,10.864,21.606
-0.046,-0.322,0.884,8.484,14.893,24.719
-0.189,-0.190,0.898,13.245,11.292,25.269
-0.296,-0.073,0.948,16.418,6.042,19.653
-0.325,-0.064,0.971,15.503,2.197,9.644
-0.336,-0.087,0.988,10.376,-1.709,0.793
-0.315,-0.139,1.011,4.456,-5.310,-5.737
-0.255,-0.214,1.032,1.526,-6.287,-12.817
-0.151,-0.314,1.037,2.625,-4.395,-17.639
-0.061,-0.381,1.063,2.563,-1.953,-16.968
-0.035,-0.377,1.086,-0.183,1.038,-12.451
-0.019,-0.377,1.019,-5.493,6.287,-9.644
-0.005,-0.389,0.929,-11.841,10.132,-9.277
-0.003,-0.380,0.856,-13.794,9.521,-8.301
-0.008,-0.360,0.797,-10.437,6.836,-9.399
-0.004,-0.330,0.786,-4.578,2.197,-12.878
0.015,-0.323,0.799,-0.122,-3.235,-16.724
0.001,-0.316,0.828,1.038,-8.423,-17.578
0.024,-0.340,0.861,2.197,-10.254,-15.747
0.030,-0.353,0.902,4.028,-9.644,-11.108
0.017,-0.354,0.938,6.104,-5.920,-4.700
0.010,-0.376,0.954,7.324,0.305,-0.610
0.001,-0.389,0.970,7.874,4.333,1.404
-0.016,-0.383,0.985,9.033,6.470,3.174
-0.021,-0.388,0.978,11.047,8.179,3.174
-0.025,-0.371,0.963,10.925,7.690,0.305
-0.049,-0.323,0.964,7.629,3.479,-1.465
-0.066,-0.309,0.958,1.221,-1.831,-2.930
-0.050,-0.331,0.966,-4.272,-6.104,-5.493
-0.047,-0.318,1.005,-5.920,-7.874,-6.042
-0.053,-0.300,1.026,-4.028,-3.662,-4.211
-0.060,-0.299,1.006,-1.282,4.639,-2.625
-0.056,-0.295,0.967,0.488,11.169,-3.113
-0.062,-0.294,0.915,1.648,13.672,-3.662
-0.053,-0.308,0.868,1.343,12.024,-4.395
-0.028,-0.331,0.839,-2.563,5.066,-7.202
-0.013,-0.347,0.831,-7.935,-4.333,-10.132
-0.007,-0.351,0.842,-11.169,-12.085,-12.207
-0.006,-0.359,0.888,-11.597,-17.151,-12.085
-0.005,-0.356,0.937,-10.132,-17.334,-10.498
-0.036,-0.333,0.968,-7.996,-12.939,-6.531
-0.076,-0.315,0.981,-6.470,-7.568,-2.991
-0.116,-0.289,0.999,-7.019,-4.089,-1.404
-0.167,-0.261,0.997,-9.399,-2.747,-2.075
-0.176,-0.252,0.969,-13.733,-3.601,-6.653
-0.134,-0.301,0.953,-18.250,-7.935,-14.282
-0.066,-0.371,0.956,-20.386,-11.963,-20.386
0.000,-0.435,0.974,-17.822,-11.963,-23.132
0.074,-0.502,0.973,-11.841,-6.409,-22.095
0.118,-0.536,0.975,-3.967,2.502,-16.418
0.145,-0.533,0.965,3.967,11.902,-7.324
0.120,-0.481,0.953,9.155,19.165,0.732
0.084,-0.422,0.928,10.193,23.499,6.409
0.039,-0.367,0.908,7.019,23.193,9.338
0.003,-0.330,0.897,2.319,18.311,9.521
-0.027,-0.315,0.887,-1.831,11.230,7.935
-0.043,-0.301,0.903,-4.578,3.723,5.249
-0.057,-0.304,0.936,-4.333,-2.380,2.930
-0.045,-0.333,0.965,-2.563,-5.005,0.977
-0.044,-0.345,1.004,-1.404,-6.409,1.282
-0.057,-0.333,1.040,-0.366,-5.737,3.784
-0.077,-0.315,1.058,0.427,-1.892,6.470
-0.102,-0.292,1.062,0.122,2.563,7.935
-0.121,-0.265,1.053,-0.549,6.653,7.385
-0.132,-0.254,1.030,-1.587,8.911,6.042
-0.132,-0.263,0.995,-4.333,8.972,4.028
-0.121,-0.272,0.967,-8.240,5.371,0.549
-0.106,-0.294,0.954,-11.353,-0.061,-3.235
-0.641,0.980,1.771,-89.050,19.043,90.515
-0.947,1.416,1.987,-103.210,33.691,115.662
-1.466,1.826,2.146,-120.972,64.331,150.085
-2.149,2.142,2.153,-164.246,98.938,185.852
-2.945,2.117,1.750,-259.644,127.991,213.928
-3.686,2.090,1.066,-409.119,142.578,208.862
-4.000,2.062,0.147,-544.922,143.250,153.870
-3.994,2.437,-0.773,-589.844,108.276,41.321
-3.774,2.828,-1.601,-490.234,53.650,-117.004
-3.530,2.508,-2.017,-288.513,-39.795,-281.128
-2.929,0.804,-1.952,-70.618,-188.293,-447.571
-1.846,-2.646,-1.085,124.146,-346.436,-582.886
0.525,-4.000,0.337,314.880,-489.807,-632.751
2.802,-4.000,2.252,435.669,-604.736,-546.570
3.997,-4.000,4.000,369.751,-711.792,-357.727
4.000,-4.000,4.000,221.619,-759.155,-185.547
4.000,-4.000,4.000,119.263,-569.031,-63.354
3.990,-4.000,4.000,43.762,-103.577,41.199
2.167,-4.000,3.341,-36.255,324.158,154.297
0.148,-3.226,0.701,-92.163,528.320,269.226
-0.472,-1.695,-1.063,-93.384,549.561,309.265
-0.478,-1.014,-1.252,-30.823,423.889,274.902
-0.608,-1.037,-0.915,49.377,205.200,213.623
-0.477,-1.103,-0.329,74.829,-0.427,175.659
-0.444,-1.079,0.325,46.631,-121.033,164.001
-0.576,-0.935,0.707,13.184,-142.151,164.856
-0.801,-0.721,0.926,1.709,-118.896,180.176
-1.105,-0.443,1.041,18.127,-73.853,199.036
-1.433,-0.042,1.120,46.143,-24.963,210.144
-1.699,0.323,1.167,68.176,11.536,212.830
-1.905,0.677,1.225,78.430,34.180,202.332
-2.009,0.943,1.268,83.435,46.204,176.514
-2.050,1.161,1.303,84.900,49.988,145.630
-2.042,1.386,1.376,78.979,39.429,117.310
-1.968,1.556,1.463,60.181,18.005,88.928
-1.888,1.650,1.482,33.081,0.122,58.350
-1.777,1.680,1.432,11.414,-4.578,27.283
-1.640,1.651,1.322,6.531,4.944,-3.540
-1.466,1.537,1.173,15.259,20.630,-34.241
-1.256,1.369,1.026,23.621,29.724,-63.110
-1.000,1.136,0.872,22.034,26.245,-93.689
-0.700,0.787,0.719,9.338,9.583,-125.610
-0.390,0.355,0.632,-7.080,-15.076,-152.710
-0.055,-0.057,0.658,-16.968,-42.786,-167.847
0.231,-0.453,0.767,-16.602,-66.650,-169.495
0.505,-0.780,0.914,-8.484,-76.782,-159.790
0.703,-0.999,1.046,3.113,-72.815,-139.587
0.830,-1.113,1.151,12.024,-57.129,-112.366
0.869,-1.136,1.163,17.273,-33.508,-80.872
0.796,-1.053,1.122,19.836,-10.498,-50.598
0.667,-0.935,1.034,21.301,7.385,-26.001
0.520,-0.785,0.976,21.301,15.991,-5.676
0.366,-0.629,0.953,20.569,17.395,8.484
0.237,-0.477,0.944,19.592,14.526,17.700
0.103,-0.370,0.934,19.043,11.169,22.400
0.005,-0.283,0.926,18.127,9.094,24.353
-0.062,-0.222,0.939,17.822,6.287,25.452
-0.135,-0.164,0.976,17.700,4.211,27.100
-0.197,-0.106,1.027,17.944,5.188,27.466
-0.245,-0.064,1.063,17.639,8.972,26.062
-0.260,-0.067,1.050,14.771,12.085,23.499
-0.276,-0.084,1.036,8.484,11.536,19.043
-0.271,-0.101,1.025,2.808,8.911,13.550
-0.265,-0.128,1.000,-0.122,6.592,7.935
-0.225,-0.159,0.993,-2.014,1.648,1.221
-0.182,-0.202,1.007,-5.005,-5.920,-5.615
-0.134,-0.239,1.016,-7.629,-11.902,-12.268
-0.068,-0.306,1.001,-7.080,-14.526,-16.541
0.005,-0.363,0.985,-3.601,-14.282,-16.357
0.049,-0.366,0.997,0.061,-12.939,-11.658
0.052,-0.336,1.006,1.038,-7.812,-4.761
0.022,-0.301,0.972,-0.061,0.916,0.977
-0.013,-0.294,0.900,-1.160,7.812,3.662
-0.023,-0.283,0.833,-2.319,9.155,2.258
-0.006,-0.289,0.829,-4.517,3.296,-0.977
0.002,-0.285,0.861,-6.348,-4.150,-2.563
-0.014,-0.253,0.889,-5.981,-7.324,-1.892
-0.045,-0.257,0.875,-2.441,-4.028,0.305
-0.055,-0.249,0.852,2.869,0.000,0.793
-0.058,-0.232,0.872,7.751,-0.977,0.610
-0.073,-0.211,0.917,8.911,-3.845,1.038
-0.096,-0.189,0.948,7.874,-4.150,1.038
-0.126,-0.183,0.941,8.362,-1.038,0.549
-0.119,-0.181,0.919,9.216,3.723,-1.892
-0.096,-0.190,0.912,5.737,2.502,-5.676
-0.082,-0.214,0.927,-2.075,-4.028,-8.911
-0.060,-0.256,0.937,-9.583,-9.521,-11.108
-0.039,-0.308,0.923,-13.306,-11.292,-12.268
-0.015,-0.355,0.900,-11.047,-9.094,-12.085
0.007,-0.385,0.881,-3.662,-4.883,-9.705
0.024,-0.390,0.869,5.249,-1.831,-6.104
0.031,-0.376,0.882,12.451,-0.122,-2.747
0.033,-0.353,0.910,16.479,0.732,0.488
0.016,-0.321,0.948,16.296,0.244,3.113
-0.012,-0.285,0.970,13.245,0.366,3.601
-0.025,-0.281,0.960,9.216,0.183,2.747
-0.042,-0.295,0.979,5.066,-2.441,2.136
-0.056,-0.301,1.000,2.075,-4.639,1.831
-0.073,-0.316,1.009,0.977,-4.883,1.038
-0.075,-0.329,1.019,2.014,-3.784,0.000
-0.068,-0.345,1.021,3.723,-1.953,-0.183
-0.068,-0.333,1.028,5.798,0.122,0.366
-0.071,-0.329,1.023,8.118,2.197,1.221
-0.066,-0.332,1.033,8.057,3.235,2.014
-0.060,-0.322,1.064,4.700,3.174,2.563
-0.066,-0.314,1.082,0.122,3.418,3.784
-0.077,-0.315,1.064,-4.089,6.409,4.883
-0.073,-0.326,1.013,-7.446,8.789,4.883
-0.060,-0.342,0.971,-9.399,8.423,3.845
-0.036,-0.348,0.945,-9.705,5.981,2.869
-0.018,-0.346,0.934,-8.606,3.174,1.770
-0.003,-0.341,0.927,-7.446,1.038,1.587
0.007,-0.344,0.924,-5.981,-0.122,2.136
0.011,-0.352,0.920,-3.784,-1.099,3.601
0.017,-0.360,0.921,-1.526,-1.648,5.737
0.017,-0.373,0.926,2.258,-1.404,8.606
0.026,-0.390,0.929,6.775,0.244,11.597
0.047,-0.417,0.919,10.986,2.563,14.709
0.072,-0.466,0.899,17.639,6.104,19.836
-0.940,0.429,2.086,109.863,108.948,100.342
-1.383,0.844,2.653,157.471,158.020,122.314
-1.943,1.389,3.223,213.196,227.051,130.798
-2.362,1.845,3.529,227.051,293.335,98.328
-2.574,1.961,3.483,143.372,319.580,15.930
-2.694,1.667,3.137,-48.706,279.663,-91.187
-2.670,1.087,2.627,-282.593,191.650,-189.453
-2.600,0.530,2.167,-475.037,89.844,-268.066
-2.494,0.078,1.713,-594.543,3.235,-333.191
-2.204,-0.470,1.145,-669.739,-67.993,-392.639
-1.764,-1.302,0.587,-729.187,-143.921,-441.895
-1.103,-2.191,0.074,-746.460,-231.018,-460.022
-0.341,-2.940,-0.026,-696.106,-315.186,-447.693
0.453,-3.986,0.189,-532.104,-329.651,-419.678
1.362,-4.000,0.266,-272.522,-257.385,-380.188
2.457,-4.000,0.622,20.325,-162.842,-318.604
3.435,-4.000,1.408,274.963,-114.014,-229.248
4.000,-4.000,2.445,361.755,-123.657,-135.437
4.000,-4.000,2.965,258.667,-147.339,-41.626
3.634,-4.000,2.975,88.257,-105.469,80.933
2.111,-4.000,2.053,-14.893,43.152,203.247
0.677,-3.552,0.476,-20.691,240.234,276.672
-0.136,-2.683,-0.818,32.104,346.741,293.213
-0.432,-2.098,-1.108,97.839,291.443,282.349
-0.706,-1.741,-0.754,148.865,137.695,267.029
-0.844,-1.348,-0.124,146.057,-21.423,246.887
-0.876,-0.938,0.416,86.487,-127.075,227.356
-1.020,-0.609,0.777,23.987,-163.818,219.604
-1.332,-0.139,1.100,3.113,-149.353,232.117
-1.750,0.426,1.276,32.349,-98.938,258.362
-2.121,0.933,1.335,78.491,-36.377,274.475
-2.392,1.288,1.400,107.544,0.427,259.888
-2.476,1.544,1.548,108.887,-1.465,213.989
-2.451,1.759,1.767,90.027,-26.062,152.649
-2.319,1.896,1.918,59.448,-53.040,97.046
-2.118,1.875,1.985,21.973,-72.815,47.913
-1.909,1.725,1.941,-13.062,-79.468,5.615
-1.633,1.478,1.795,-39.612,-73.730,-32.166
-1.311,1.138,1.603,-54.016,-64.697,-69.275
-0.923,0.712,1.427,-57.678,-55.908,-103.699
-0.537,0.330,1.313,-55.176,-52.124,-131.042
-0.176,-0.025,1.205,-49.377,-52.246,-148.132
0.171,-0.417,1.099,-46.387,-52.979,-154.236
0.484,-0.780,1.020,-47.913,-55.664,-150.940
0.741,-1.024,0.998,-47.852,-59.082,-137.878
0.875,-1.142,1.018,-42.114,-57.190,-117.126
0.951,-1.143,1.012,-27.100,-42.175,-89.478
0.911,-1.063,0.956,-6.531,-17.273,-55.908
0.782,-0.959,0.873,10.315,8.362,-25.024
0.621,-0.838,0.807,22.156,26.978,-2.991
0.439,-0.653,0.774,32.288,35.767,11.658
0.257,-0.436,0.764,40.588,36.499,22.461
0.087,-0.236,0.796,41.992,31.494,29.846
-0.062,-0.099,0.832,33.569,24.048,31.921
-0.179,-0.030,0.833,20.569,17.151,30.090
-0.250,-0.004,0.859,11.230,9.277,24.902
-0.269,-0.031,0.902,10.071,2.258,17.761
-0.272,-0.059,0.982,15.747,-1.526,12.207
-0.275,-0.117,1.067,23.621,-0.977,8.789
-0.249,-0.151,1.144,26.794,4.517,5.310
-0.222,-0.191,1.175,23.865,10.681,1.160
-0.178,-0.218,1.175,16.235,12.878,-2.075
-0.151,-0.263,1.133,5.310,12.268,-4.150
-0.125,-0.300,1.047,-7.751,9.338,-6.470
-0.080,-0.344,0.995,-20.203,2.136,-10.193
-0.029,-0.385,0.980,-29.846,-4.211,-13.916
0.022,-0.422,0.966,-31.311,-5.066,-14.771
0.053,-0.450,0.924,-24.780,0.183,-11.169
0.073,-0.500,0.826,-14.709,7.568,-5.249
0.075,-0.484,0.769,-5.310,10.437,-0.916
0.070,-0.431,0.761,4.700,12.146,1.099
0.071,-0.385,0.765,15.747,13.428,3.906
0.050,-0.335,0.784,23.071,12.512,6.958
0.009,-0.316,0.784,24.963,10.315,9.521
-0.007,-0.271,0.815,19.409,2.075,7.080
-0.001,-0.270,0.870,6.165,-10.010,0.122
-0.002,-0.282,0.916,-5.066,-17.212,-3.845
-0.032,-0.262,0.969,-7.996,-18.005,-3.113
-0.071,-0.260,0.972,-2.808,-11.414,-0.366
-0.082,-0.324,0.932,6.165,-1.282,0.000
-0.057,-0.344,0.941,12.634,3.296,-2.441
-0.036,-0.360,0.991,14.893,1.587,-4.150
-0.029,-0.355,1.050,14.099,-0.244,-4.578
-0.023,-0.363,1.072,12.268,0.854,-2.808
-0.032,-0.394,1.036,9.949,5.127,-0.732
-0.028,-0.397,0.971,6.226,8.118,-2.014
-0.012,-0.390,0.937,-1.404,4.333,-4.822
-0.010,-0.366,0.944,-11.658,-3.479,-7.080
-0.026,-0.328,0.965,-19.104,-8.911,-7.385
-0.047,-0.294,0.955,-20.447,-7.507,-5.615
-0.056,-0.309,0.908,-16.602,-1.587,-4.089
-0.039,-0.357,0.845,-10.925,4.761,-3.784
-0.016,-0.367,0.789,-4.456,7.507,-5.554
-0.000,-0.377,0.778,1.770,5.249,-6.775
0.007,-0.404,0.797,6.592,1.343,-7.446
0.024,-0.441,0.817,10.803,-1.587,-8.301
0.048,-0.460,0.858,13.855,-4.272,-9.216
0.076,-0.478,0.902,13.000,-6.836,-9.399
0.101,-0.503,0.954,8.057,-9.705,-7.629
0.099,-0.511,0.986,2.319,-11.414,-3.296
0.074,-0.501,1.005,-0.671,-9.460,2.502
0.040,-0.475,1.003,0.244,-3.540,7.324
0.009,-0.456,0.985,4.028,3.967,10.010
0.003,-0.453,0.957,7.996,8.850,10.986
0.000,-0.437,0.957,11.719,9.155,10.620
-0.000,-0.411,0.959,14.893,8.057,10.498
-0.003,-0.374,0.965,14.771,5.737,9.888
-0.007,-0.343,0.957,8.972,1.587,7.568
-0.015,-0.315,0.960,-0.610,-5.249,5.432
-0.034,-0.292,0.961,-8.911,-10.864,4.028
-0.044,-0.291,0.955,-12.695,-12.695,3.479
-0.060,-0.276,0.945,-12.573,-10.864,3.235
-0.082,-0.263,0.930,-10.193,-6.653,3.418
-0.082,-0.279,0.909,-7.080,-2.441,2.930
-0.074,-0.299,0.902,-3.967,0.000,1.099
-0.067,-0.317,0.900,-0.183,1.099,-0.549
-0.056,-0.338,0.894,3.235,1.465,-2.136
-0.032,-0.362,0.890,4.028,0.122,-3.662
-0.004,-0.396,0.899,1.160,-3.845,-4.761
-0.817,1.344,1.743,134.033,123.108,16.663
-1.153,1.828,2.056,158.813,156.250,22.217
-1.486,2.193,2.316,155.334,186.707,23.804
-1.870,2.441,2.442,102.295,195.007,14.893
-2.148,2.474,2.400,-17.883,158.142,-18.921
-2.310,2.197,2.168,-191.711,91.736,-75.867
-2.373,1.775,1.759,-367.187,20.020,-142.822
-2.390,1.275,1.361,-483.765,-42.358,-209.106
-2.306,0.758,0.970,-526.917,-94.604,-269.897
-2.126,0.178,0.635,-513.000,-123.962,-325.867
-1.736,-0.799,0.366,-449.158,-140.625,-370.056
-0.975,-1.842,0.276,-363.220,-176.941,-373.474
-0.404,-2.577,0.524,-269.165,-233.459,-323.303
-0.134,-3.260,0.977,-148.804,-245.178,-259.399
0.140,-3.835,1.307,-2.014,-186.890,-219.421
0.653,-4.000,1.555,129.089,-110.901,-228.943
1.499,-4.000,1.610,207.214,-80.688,-260.315
2.555,-4.000,1.995,216.980,-138.611,-252.258
3.582,-4.000,3.027,176.514,-248.901,-136.047
2.955,-4.000,3.767,142.578,-328.918,19.165
2.269,-4.000,4.000,40.771,-230.408,55.603
1.845,-4.000,3.108,-3.357,54.321,110.901
0.855,-3.754,1.482,18.433,321.289,192.505
-0.060,-2.886,0.075,57.312,449.341,251.221
-0.645,-1.995,-0.627,111.267,436.890,271.362
-0.740,-1.617,-0.783,152.649,322.632,253.906
-0.497,-1.655,-0.644,150.269,146.973,227.966
-0.383,-1.512,-0.282,93.201,-25.574,215.149
-0.377,-1.228,0.035,25.024,-127.258,209.045
-0.471,-0.998,0.302,-5.066,-164.978,209.839
-0.700,-0.643,0.571,8.606,-156.311,225.464
-1.129,-0.104,0.886,50.537,-110.046,255.981
-1.507,0.277,1.122,116.577,-39.856,279.602
-1.756,0.572,1.307,186.584,21.912,272.339
-1.868,0.854,1.478,236.511,56.519,247.498
-1.870,1.126,1.661,249.573,57.007,215.149
-1.853,1.332,1.914,218.445,24.658,174.194
-1.774,1.443,2.171,153.503,-17.944,133.972
-1.644,1.464,2.333,76.660,-57.373,102.783
-1.521,1.460,2.390,8.362,-75.806,77.942
-1.428,1.425,2.313,-33.997,-63.354,62.378
-1.346,1.387,2.140,-48.645,-28.015,50.354
-1.250,1.306,1.875,-43.640,14.587,34.302
-1.121,1.183,1.534,-33.691,50.049,11.475
-0.950,1.020,1.188,-31.189,66.101,-19.714
-0.684,0.779,0.903,-36.987,57.678,-58.655
-0.429,0.439,0.704,-50.049,31.067,-100.830
-0.063,0.019,0.590,-64.514,-2.991,-131.775
0.290,-0.411,0.611,-74.158,-38.208,-141.846
0.597,-0.774,0.678,-76.904,-64.148,-130.249
0.774,-0.989,0.760,-72.449,-73.120,-106.018
0.891,-1.130,0.757,-58.228,-58.533,-79.224
0.915,-1.221,0.714,-34.912,-30.762,-56.580
0.893,-1.179,0.676,-7.812,-4.761,-35.400
0.779,-1.038,0.674,18.860,11.169,-12.390
0.621,-0.858,0.690,38.879,18.982,7.874
0.445,-0.663,0.728,47.058,19.714,19.165
0.284,-0.492,0.793,41.748,11.475,22.095
0.160,-0.370,0.858,27.405,-2.014,21.667
0.047,-0.289,0.923,12.756,-12.939,20.264
-0.035,-0.252,0.993,4.944,-16.296,20.874
-0.108,-0.213,1.033,4.883,-11.353,22.339
-0.164,-0.189,1.058,10.742,-1.404,22.400
-0.183,-0.208,1.064,18.005,8.362,20.935
-0.193,-0.241,1.079,23.193,14.099,16.357
-0.181,-0.255,1.106,25.146,15.320,9.644
-0.154,-0.269,1.095,22.827,14.343,1.160
-0.094,-0.328,1.079,11.963,8.362,-7.385
-0.005,-0.404,1.059,-5.188,-2.197,-13.245
0.056,-0.471,1.056,-22.949,-13.489,-14.343
0.115,-0.529,1.040,-34.058,-17.761,-11.780
0.160,-0.563,1.001,-33.508,-11.963,-7.812
0.188,-0.564,0.958,-23.315,-1.160,-2.869
0.189,-0.553,0.907,-9.644,10.193,3.296
0.185,-0.505,0.870,0.854,18.860,8.667
0.146,-0.427,0.849,7.385,21.729,12.451
0.113,-0.378,0.821,10.742,21.484,14.160
